review,sentiment
feyyaz yiğit recep ivedik rolündeydi espiri dışında değildi ölümlü dünya iyiydi ekmeğini yiyor bence yılmaz filmleri küfürlü bulanlar sakın bulaşmayın iyiki sadece eşim anne baba yakın akrabalarla izlenecek film asker gazinosunda izlenir oyuncular isimlerine yakışmamış atay,Very Bad
yaşındayım hayatımda izlediğim kurgusuz konusuz filmdi gerçi dakikada kapattım uğur binnur filmde oynamış şaşırdım bence kötü film izlemelisiniz azından,Very Bad
uğur yücel cengiz bozkurt binnur kayayı gösterip youtuber fazla vermek istemişler sanatçılar filmde almışlar spoiler,Very Bad
kelime berbat film valla netflix izliyodum yarısında kapattım anlamıyorum orta yıldız veren yıldız vermiş yada çözemedim iğrenç ötesi espriler oyuncu kadrosuna bakıp açmıştım pişman oldum,Very Bad
saçma bayat espriler argolu konusmalar notum 10da tavsiye etmem dogrusu,Very Bad
millet kafayimi yediniz rezil flim filme bakmadiniz yada cocuksunuz nasil unuturum sacma filmi,Very Bad
anlatılmak istenen arkadaşlık işsizlik bence cebinde laylaylom,Very Bad
hayatımda izlediğim kötü sıkıcı filmdi sahnesi dışında komik sahne yoktu burdaki yorumlara aldanarak sinemaya gittim vasat,Very Bad
büyük umutlarla gittiğim pişman olduğum rezalet ötesi film ibrahim role girememiş gibiydi türlü duyguyu alamadım sıra adam daki sıra berhudar fragmanı izleyin gülün geçin fragmanda gösterilenlerin dışında tane komik sahne güzel hareketler zeynep skeçlerine güvenip gitmeyi düşünüyorsanız beklentiyi dibe çekip gidin,Very Bad
ibrahim oyunculukta baya ilerledi tarzı yorumları dinledikten film oyunculukla büyük hayal kırıklığı mizah anlayışını bilmesem senaryo kötü oyunculuklar kötü film aceleye gelmiş sırf yapayım dercesine yapılmış film duruyor,Very Bad
film vasat metrix filmlerinin karma tekrarından ibaret uzaylı yaratıklardan adamların giydikleri iskelete senaryonun bire aynı oluşuna film aynı senaryonun yeni görsellerle çekilmiş hali cage matrixdeki benzer karakterler cage halkı feda filmin sonunda metrix filminde ölecekken sanal ortamdan gerçek ortama geçmesi cage ölüp geri geliyor piramitin içine girişleri metrix filminde neonun bilgisayarın yanına gidişine benziyor gemiyle uçakla verilmek istenen mesaj aynı cage temsili mesih deccali omegayı kötülüğün kaynağı makinayı tekrar dünyaya gelerek öldürüyor kısaca meaaj filmde aynı,Very Bad
kötü bence kötü animasyonu kötü kurgu izlemeyin,Very Bad
filmde olaylara bakınca ikincisi aynı belkide düşünsem filmden kötü olmuş,Very Bad
dünyanın kötü sapık filmi iğrenç tavsiye etmiyorum siyahi insanlara karşı yapılmış kötü film iğrenç,Very Bad
palavra atmışlar yalan dolan anlatmışlar gerçek hayatı değildi adamın parayı kırdılar,Very Bad
müslüm babanın flimini izledim fikrimi öğrenmek isterseniz müslüm babanın hayatı güzel olmuş oyuncuların yetenekleri sıfır şarkıları sesi uymamış canlandıran oyuncu parlak kalmış sırf babaya saygımdan gittim oyuncuların yeteneklerini sorarsanız basit kalmış babaya yakışan flim olamamış evel bitsin gözüyle baktım salonda tahminen kişi haftalık dizi güzel çekilirken babanın fliminin üzdü,Very Bad
buradaki yorumlara bakarak büyük beklenti gittim lakin film sıkıcıydı ağlayanlar izlediği türk filmi söyleyenler neye değerlendirdi merak ediyorum,Very Bad
böylesíne büyük sanatçının hayatı basítleştírílír müslüm gürsesí bílmeyenler íçín duygusal fílm olabílír müslümü yakından takíp edenler íçín fíyasko sanatçının hayatı oynanıyor doğru dürüst parçasına konserleríne verílmíyor kısacası aceleyle çekílmíş başdan savma fílm sínemaya verdíğímíz paraya yazık,Very Bad
once izleyenlerin yorumlarini okudum agladik sahnesi duygu yuklu boyle film harika olmus diyenler vardi kalktim filme gittim filimin ikinci yarisina geldigimde yanlis filmemi geldim dusunmeye basladim yorumlar film bolumu duygusal sahne vardi cocukluk yillarinda ikinci bolum bitsede gitsek dedim artik,Very Bad
yorumları okuyarak izlemek istedim saçma sapan film çıktı karşıma resmen bilgisayarla yaşıyor bence zamanlarda izlediğim kötü filmdi dayanabildim önermem,Very Bad
ismi icin gittim guzel filmleri sadece para kazanilmak amacli yapilmis birbirinin kopyasi film yarisinda sikintidan telefonumla oynadim,Very Bad
admin anani avradini karini cocugunu bebegini esiktekini beşiktekini ceddini sikeyim saatir ugrasiyorum baglanamadim,Very Bad
karakterler yüzeysel filmde olay örgüsüne dair göremedim film yalnızlığı işliyor konu üstüne düşündürmedi çocuk oyuncunu göktuğ yıldırım kısımlarında güldüm çekimleri beğendim basit senaryo replikler düşünüyorum filmi izlerken sıkıldım,Very Bad
zeka seviyem düşük muhteşem kadro anlamsız film yapar bilemedim sadece isimlere saygımdan kapatmadım,Very Bad
oyuncular harika oyuncuların filmi kabul ettiklerine anlam veremedim sırf oyuncuların hatrına izlemek istiyorsanız izleyin filmde konu saçma film olmus zaman kaybı,Very Bad
gerçekten kötü haluk bilginer demlerinde para gelsin çizgi filmde figüranı oynarım mantığını bırakmalı berkun başarısız gereksiz çocuk rolü çocuk kötü anlamsız senaryo amatör kere leyla rezalet eşcinsellik reklamı hizmeti,Very Bad
gerçekten kelimeyle tiriviri dedikleri filmlerden senaryoyu kabul ettirdiler kaliteli oyunculara anlayamıyorum heralde sadece sayfalarını okumuşlar hayal aleminde yaşıyor gereksiz gizem veriyor illa yerde bağlanır ümit ediyorsun ilişkide başlamadan bitmiş kalıyorsun umarım anlatabilmisimdir,Very Bad
geri zekalı film uğraştınız hepiniz kuruş etmeyen espri yapamayacak geri zekaya sahip insanlar nasil araya gelmişsiniz gerçekten bravo,Very Bad
sonuna bekledim konu biyere baglanirda filimden bisey anlarim sonu filimin tümünden kötüydü anlamadim kolye,Very Bad
yorumu yaptığıma kendimde inanamıyorum uzun uzun yazmak isterdim özet geçicem sanırım recep ivedik izlerken kaliteli vakit geçirmişimdir sırf yorumu yazabilmek üyelik oluşturdum gidiyorum,Very Bad
sacmalik kasar usta isim filmde dusunmeden yapamiyor insan hayal kırıklığı spoiler,Very Bad
filme yarım yıldız fazla isimlere aldanıp seyrettik puanım eksi onberbat ötesi,Very Bad
kötü olabilir düşündüm sonunu bekledim gerçekten kötüye gitti kadro filmde alır inanamıyorım,Very Bad
oyunculara aldanıp mükemmel film izlemeyi umut etmiştim büyük hayal kırıklığı manası senaryoya sahip sahnelerini çocuk oyuncuya borçlu caner zaman kaybı film izlemezseniz kaybetmez aksine zaman kazanmış olursunuz filmin sonuna umutla farklı olacak düşünürken gereksiz sonla bitiyor malesef keşke izlemeseydim,Very Bad
konusu film bitene olay örgüsü birleşicek düşündüren birleşmeyen kötü film senaryo görmemiştim oyuncular harcanmış filmde,Very Bad
berbat berbat netflix listeye almış oyuncular filmde aramış oynamış türk filmi rezil,Very Bad
rezalet fiilm oyuncular paraya anlamadım önlerine gelen senaryoları okumuyorlar sanırım yeterki para mantığındalar haluk bilginer oyuncuyu uzun zamandır filmde göremedik umutla açıyorum türk filmlerini hemen seferde konusuz film seyerettiriyorlar derler emeğe saygı tarz filmlere saygı duymuyorum,Very Bad
inanilmaz kadro berbat senaryo gerçekten birsey anlamiyorum film gercekten berbatti boyle kadro akla hizmet boyle filmde oynadı,Very Bad
kadronun bukadar film yapabildiğini gördük içim acıdı filmi bitirince üzüldük haluk film bitince oturup izlediklerinde olmamış yapamamışız demedi zaman kaybı güvenin spoiler,Very Bad
izledigim berbat filimler sıralamasında rahat girer zamaninizi tiktok videosu izleyerek gecirseniz memnun kalirsiniz,Very Bad
film gerçekten düşündürüyor insan kafasina takiyor surekli dusunuyor filmi izledim,Very Bad
yorumları okuyunca düşüncelerimde haklı olduğumu teyit etmiş oldum gerçekten kadro zayi olmuş kadronun hatırına sona doğru yanılıyorum ümidine sığınarak filmi tamamladım maalesef film bomboş film olmuş aklımızla alay edercesine senaryo yazıp kameraya almışlar izleyen arkadaşlar sizde düşünüyorsunuzdur mutlaka film çekildikten kendileri izlediğinde birbirlerine dönüp gerçekten harika film demişler midir mesaj vermeye çalıştınız diyeceğim olabilir kadro kaliteli tecrübeli saçma sapan filmler çekilebilir mesajı alınmıştır mesaj vermek zorunda değilsiniz harika hikayeler film yapılabilir sıradan dizinin haftalık bölümündeki emek samimiyetten uzak film yaptınız denemeyin lütfen kıymetli sermayemiz zamanımızı gereksiz harcatmayın,Very Bad
filmde takdir güçlü kadroyu aptalca filmde oynamaya ikna yapımcı yönetmendir,Very Bad
gereksiz kötü adamları açmı bırakıyosunuzda projeleri kabul ediyo berbat film,Very Bad
saçma film izlediğimi hatırlamıyorum oyunculuk harika senaryo,Very Bad
film berbat konu espri yokkomedi mizah karamizahta zaman kaybı güzel kadroya yazık olmuş spoiler,Very Bad
lütfen yapmayın kadrodan kötü film çıkmaz demeyin dedim saatim boşa gitti sadece filme kötü notu verebilmek kullanıcı oluşturdum kötü film,Very Bad
kotu boktan taylan biladerler guzel kadro sicilir ayip beklentiler bitti taylan bilader kadro inanip izlemek arkadas bitmisssiniz bitmissss,Very Bad
oyuncu kadrosuna güvenerek izledim internete yorum yazmamıştım hayatımda kötü film izlememiştim kesinlikle belirtmeliyim zaman kaybı film saçma sapan anlatmak istediklerini güzel senaryo anlatabilirlerdi bari netflix koymasaydınız filmi oyuncu kadrosuna sesleniyorum utanmadınız filmi çekerken valla aşkolsun kendimi kandırılmış hissediyorum kadroya film,Very Bad
saçma anlamsız film kadroya yazık olmuş gereksiz film uzun zamandır görmedim xhdmsoshsbsheeu,Very Bad
engin günayı seviyorum filmi beğenmedim oyuncular izleyemedim sıkıldım güzel filmler bekliyoruz konusu filmin,Very Bad
zaman kaybı sözü kalır bahsetmek düşünmek zaman kaybı kötü yorum insan sağlığı vatana millete hizmet görevdir izlemeyi düşünmeyin gereksiz millet anlamadığı şeyleri sever anlamayacakları film çekmemiş anlamsız film çekmiş amacı hedefi fikri konusu film kesinlikle zeka ilgisi film zeka diyip kışkırtmalara izin vermeyin senede filme giden lerce film izleyen matematik dereceli biriyim zeka diyenler halt etmişler anlat desen anlatamaz mistikmiş geçmişe götürüyormuş yılmaz karakomikleri sanatsal başarılı film kişi arasıdna geçiyor yada geçmiyor kişi konu kahramanı kesik sahneler kafalar absürt komedi yapıyorlardı,Very Bad
beşinci faaliyetleri hizmet film sanat adına durmadan çekilen şehevanî duyguları tasvir filmler ahlakın günümüzde derece sükût açık göstermektedir edeb imiş hûdâ tâcı emîn belâdan şair tavsiyem edeb tâcını giyip türlü belalardan uzak durmanızdır kadın erkek fitnesi geçmiş milletlerin çöküşüne sebep olmuştur evet geçmişte yaşamış pekçok topluluk milletler kadın erkek fitnesi yüzünden mahv perişan olmuştur roma bizans şehvet şehevanî duygular altında kalarak ezildi güzelim endülüs,Very Bad
film kötüydü beğenmedim film yıldız verdim yıldız filmi tavsiye etmiyorum film zamanınızı boşa harcıyor,Very Bad
saçma film olmuş 2020 sahneler basit kalıyor izlerken sıkıldım kadın kahraman olmamış,Very Bad
rezalet fillm boşa vakit harcamaktan seye yaramaz yürüyüşler müzik bakışlar komedi resmen,Very Bad
resmen ailem girdim izlerken utandım teşekkür ederim filmin anlatmak istedigini gayet anladim merak etmeyin aileler çocuklarda izliyecek,Very Bad
beklentinin altında ilkine kıyasla duyguları yansıtmayan durağan basit film olmuş ilki muazzam etkileyiciyse zaman keyifle izlenebilirse ikincisi kötü bitsin kurtulalım diyeceğimiz film olmuş beğenemedim yüksek beklentiyle gittim hayal kırıklığı,Very Bad
beğenmedim berbat oyunculuk konu berbatçayrıca filmde rumlar iyidir mesajı verilmek isteniyor bence ayıdan post oladığı rumdan dost,Very Bad
yunan propagandasından ibaret film beğenmedim konusu filmi arkadan kara propaganda dönemlerde kıbrıs soydaşlarımızın yaşadıklarından kimsenin bilgisi kıbrıs barış harekatı gerçekleşti konu gererksizdi vasatın altında fimdi çıkmayı düşündüm verdiğim paraya kıyamadım,Very Bad
flim sıkıcı okur arkadaş beğenenler neyini beğendi flimin resmen bitsin izledim puanı haketmiyor flim çeksem çekerim yemin ediyorum,Very Bad
hayatimdan saat bosa gitti saati telafi etmek icin saati hizli cekimde yasadim gercek hayal kirikligi,Very Bad
saatlik zaman kaybı berbat film filmin yarısında dışarı çıkanları tebrik ediyorum oyunculara bakıp filmi izlememek gerekiyor,Very Bad
hayatımda gittiğimde filmlerden izlerken ruhu daralıyor insanın yüksek puan alması inanılmaz kötü film,Very Bad
berbat berbat ötesi giderseniz yarıda bırakıp çıkmak zorunda kalırsınız böylesine yüksek bütçeli filmlerin kalitesiz canımı sıkıy,Very Bad
güzel konu senaryoyu berbat etmek ayrı yetenek ister yapmacık sahneler çelişen senaryo hataları saçma sapan plot twistler resmen izleyiciyle dalga geçmişler mizah seviyeside yetersiz klişelerle dolu,Very Bad
sakın gitmeyin para etmez zamanınıza yazik filmi doldurmak sahneler insanlar,Very Bad
berbat yazık zamanınıza özveri türk filimleri düşüncelerimizin olumsuz boyle iğrenç filmlerle haklı düşünceler hissettirmeyi becerdiginiz tesekkur ederim yaniltmadiniz,Very Bad
kesinlikle film dizi sever izlemeyin boşuna vaktinizi kaybetmeyin cinselliği abartmışlar türk toplumuna yakıştıramadım,Very Bad
dilan deniz çiçek oyunculuğunun korkunç yetmiyomuş film baştan cümlelerle dolu sene izlesem sevebilirdim ergen filmi,Very Bad
bakırköy bilet iyiydisaçma sapan diyaloglarla dolu bomboş film vakit israfı psikolojisi bozuk serseri hayatları film satıyorlar,Very Bad
berbattı zamanınıza yazık saçma film sadece kişi oynamış mekan sadece trende geçiyor başka konu cinselliğide abartılmışş kesinlikle izlemeyinnn,Very Bad
zaman kaybı izlenmez vasat oyunculara yazık olmuş hayatlarının yaramaz filminde almışlar yazık olmuş benimde zamanı boşa harcadılar,Very Bad
oyunculuğun etkileyici filmi kurtaramaz senaryo korkunç film müzik müzik eğitiminde gerçek yanlış anlatıyor filmi gören müzik programına girmeyi düşünen kötü hissederdi müzikle yaratıcılıkla öğretmeyle ilgisi korkunç müzik öğretmeni müzik okulunda hafta kalamaz öğretmen işsiz kalır büyük olasılıkla hapishanede gerekir filmin oscar başarılı görünce şaşırdım film kimseye öğretilemeyeceğini gösteriyor hikaye öğrencisini fiziksel sözlü taciz öğretmenin eğitim çavuşu edasıya sınıfında göstermesi temel mesajı saygılı şefkatli yere götürmez aksine insanlara vurmak taciz etmek intihara sürüklemek gerekir zorbalığı yücelten filme oscar veriyorlar şaşkınım üzgünüm oyunculuk derecesi öğretim yöntemini yüceltmeyi haklı çıkarmamalı harika müzisyenlerine sahip öğretim yöntemi gerekiyorsa jazz ihtiyacımız vurmak çığlık atmak psikolojik savaş taciz olumsuzluk harika insanlar müzisyenler yaratmaz nefret istismarı devam ettirecek küfürlü saygısız insanlar yaratırlar gençler intihar oranlarının yüksek olmasına şaşmamalı yeterince değilseniz oynamaya çalışmaya yaşamaya değmezsiniz sadece kendinizi öldürün çocuklara öğrencilere öğretmenlere kötü mesaj veriyor film hollywood kendinden utanmalı,Very Bad
filmi oyuncu isimleri konusu sabırla izledim kötü film nadir kesinlikle izleyip sinirinizin bozulmasına izin vermeyin kalitede oyunculardan kalitesiz anlamsız film olamaz,Very Bad
varsa oksijen yönetmen kafayı takmış zorlasaymış filmin belkemiğini oluşturacakmış george clooney sandra bullock sevimsiz oyuncunun aynı yapımda alması yönetmen düşündü efektlere önem verilmiş anlıyoruz saçma sapan senaryo yazılmış boyutlu film bazılarımızı etkilemedi,Very Bad
hayatımda film izlemedim şahane derece gerçeklikten uzak senaryosuyla izlerken insanı kanser senaryoyla çizgi film yapılamaz yazımın devamı düşük derece spoiler içerebilir okuyunuz boşuna izleyip kanser olmanızı tavsiye etmiyorum öncelikle filmin konusu anlatmaya çalıştığı yzaık sınıf olmaya yaklaşamamış kötü senaryolar sanırsam 1960 yıllarda prim yapıyordu film bildiğiniz dram filmini alıp uzaya uyarlanmış hali sanıyorum senaristin senaristlerin birinin onlarla birlikte yapımcının kurgulayıcının yönetmenin uzayla ilgisi uzay istasyonu tasarımı izlediğim filmler arasında berbat olanıydı gidip görmedim betimlemede biliyorum astronotla benzerliği astronot rolündeki oyuncular metinleri derece gereksiz saçmaydı oyundaki kadın başrolümüzün aptallıklarına hayran kalmamak elde hayal gücü karakter yaratamazadı senaristi tebrik ediyorum engelin kuvvetin bulunmadığı uzayda yapacağınız hareket çokca ivmelendirir senaristin düşünceyi bilmeyişi üzdü mahvetti kamera birinci kişi durumundayken anda hızın artması anda azalması kesinlikle gerçeklik dışı şeydi fazla uzatmak istemiyorum ilerleterek izlediğim film sinemasına gidip para vermemişim internet kotama yazık harcadığım zamana yazık asıl şaştığım nokta filmin sevilmesi gerçek bilimkurgu severler film hakkında söylemiyor filme şanını kazandıran kesinlikle uzay hakkında bilgi birikimine sahip yalnızca dram filmleri izleyen insanlar sanırım saçma film zaman harcadığım yeter günler,Very Bad
gitmeyin vasat film görmedim internetten izleyin boşuna para vermeyin kurgu sıfır oyunculuk şifir hjxfghvvgggggggu,Very Bad
filimde mantık hatası paranızı harcamayın ergence filimden hele hele holywod klişelerini saymıyorum,Very Bad
yayında yapımda emeği geçen,Very Bad
güzel konu bulmuşlar gerisi kötü yönetmen aklına spoiler gelmişse doldurmuş filme,Very Bad
kelime rezalet yahudi amerikan propagandası izlenmeye degmegen çocuk kandırmak yapılmış film bozuntusu,Very Bad
arkadaşlar filmin konusu parçasının yıldır kimsenin öldüremediği alman ordusunu savaş tanrısı aresi öldürmesinden ibarettir para vermeye değmez gittiyseniz saat 21dakikanız çalınmıştır,Very Bad
film degildi amerikan lklasik kahramanlari gereksiz cesaret hareketleri zaman durmasi resmen,Very Bad
beklediğim saçma,Very Bad
gidilmemesi gereken film olay adamın aniden çıkıp sürekli birilerini iprenö öldürmesi,Very Bad
gerçekten anlamıyla sıfır film baştan başa rezalet konu oyunculuk filmin bitmesine dakika kala komple salonu terkettik kelime yeterliyse gitmeyin,Very Bad
film müsfette senaryosuyla kesinlikle anlasilmaz film oldukça yavan inanilmaz sikici,Very Bad
kesinlikle tavsiye etmiyorum gitmeye niyetimiz yoktu istekler doğrultusunda gitmeye karar verdik gitmez olaydım sıkıcı filmdir yılmaz erdoğan sıkıcı filmi sanırım sanırım yılmaz erdoğan belçim bilgin öptürmemek şairide verem yapmış düşünmeye başladım tabiki sıkıntıdan saçmalamaya başladım yazık diyorum,Very Bad
emeğe yazık parama zamanıma çekim görüntüsü harika oyuncuların oyunculuğuda keşke kurgu konu ilgi çekici olsaydı,Very Bad
sakın sakın gitmeyin evde uyuyun akrabanızı ziyaret edin değerli uzun zamandır sıkıcı film izlemedim sanatmış sanatı bırakın allah ınızı severseniz yazmak istiyorum filmi sanırsınız,Very Bad
kelime şişirilmiş film sadece oyuncuların emeğine sağlık lütfen cuma zehir olmasın,Very Bad
filme verilen harcanan zaman paraya yazık hayatımda izlediğim berbat filmdi,Very Bad
sıkici film uykumuz geldi resmen yilmaz erdogandan beklemezdik sırf sonunda farklılık beklediğimizden saat kaldik tavsiye edilmez,Very Bad
yavas film olacagini turk filmlerinden etmiyorum ovuldu husran olmamis olacagi basindan belli oldukca uzun gereksiz kisimlar yonetmen etkileyici oyuncular olmaliydi turk sinemasinin haline,Very Bad
hayatımda uzun zamandır harcadığım zamana acımamıştım fragman filmi yılmaz erdoğan cumhuriyetle hesaplaşması belçim erdoğanın yapmacık oyunluğu güzel olacak hikayeye topyekün yazık etmişler kıvançta maymuna dönmüş film güzel yanı oydu filmin zamanınız değerliyse aman uzak durun içinizde vatanseverlikle minikte duygu varsa kere düşünün,Very Bad
çakma senaryo sıradan film soğuk havalarda yapsam sinemaya gitsem düşünüp gidile film zamanını paranıza yazık,Very Bad
fragmandan anladığım kadarıyla film ıspanyol yapımı cara oculta 2011 filminin kopyası özcan deniz klasiği zaman taklitten vazgecip özgün șeyler ortaya koyacağız,Very Bad
film bire gizli cara oculta bunker hidden face filmiyle aynı yaratıcı gerekiyor,Very Bad
kötü film mantıksal hatalar öldüm öldüm dirildimler dolu saat oyunculuklar izleyiciye geçmiyor izlemeye değmez spoiler aslı enverin kapalı kaldığı yerdeki çaresizliği verilememiş,Very Bad
sinemaya gittigime lanet ettim flim saçma bilir resmen paramı çöpe attım flime giderek zamna kaybı dakkasina dayaynamadım terk ettim salonu kesinlikle gitmeyin,Very Bad
gördüğüm kötü filmlerden korku gerilim yazıyor filmde saçmalıklardan gülme krizine giriyorsunuz,Very Bad
izlediğim kötü filmlerden özcan deniz ölümsüz herhalde yaralı haliyle duvar yıkıyor saçma filmi beğenenlerin film zevkinden şüphe duyuyorum kopya film cabası,Very Bad
resmen leşovski sakın izlemeyin harbi ergen filmi ömrümden saat resmen harry potter filmleri olgun,Very Bad
izlenmemesi gereken filmler arasında yüksek meblağ ayrılmış ortaya gereksiz film çıkmış yanında açlık oyunları serisini bayılarak izleyenlere tavsiye edebilirim açlık oyunlarıyla kıyas edilemez,Very Bad
kötü kapanıştı fazla açıkları filmin piyasa amaçlı yapılmış bellli makyajlarda fenaydı çoluk çocuğa karışıpta suratlarında ufak yaşlanma belirtisi olmaması fiyaskoydu filmdeki makyajları başarılı bulan arkadaşlar sanıyorum benjamin button yapımdan habersizler,Very Bad
harry potter maalesef hayal kırıklığımutlu sonla bitireceğiz batırmışlar güzelim efsaneyiçok yazık etmişler güzel titizlikle hazırlanmış beklerdim,Very Bad
saçma kitabın saçma konusunun saçma filmi saçma dememin sebebi kesinlikle fantastik kaliteli fantastik filmler yapılıyor saçma olmasının nedeni konunun anlattığı bütünlükle çelişiyor yalancı çıkarıyor tutarsızlıkları anlatmıyacağım çocukların zorla kaçırılıp birbirini öldürmesi zorlanması güle oynaya izleyen eğlence kültürü baştan mantıksızlık nedenidir çareleri yokmuş izin veren şehirler çocuklarının alınmasına seyirci kalanlarsa ayrı saçmalıktır insanın değerli varlıklarıdır çocukları ülke devir düzen tabiatin genel kanunudur değişmez hayvanlarda vardır koruma içgüdüsü canlı çocuklarının elinden alınıp eğlence öldürülmesine seyirci kalmaz hayatları pahasına,Very Bad
izlediğim saçma filmler arasında girer kitap uyarlaması öğrendim filmi kötüydü kitabı güzel filmi demelerine okumayı reddettim resmen alaca karanlık birleriyle yarışıyor anlamıyorum kızın sevgilisi oyuna alınıyor olaydan izlediğini bildiği özellikle sevgilisi izliyor yaralı yatan adama veriyor sevgilisini geçtim kurucunun olaya tepkisizliğine puan ayrılın millet yüzünüzden isyan çıkaracak demiyor isyan sahnesi afrika ölenlere çıkarmayan amerika filmde siyahi insanlara yapan karşısında bulur atar gider yapmacık boşluk yapmacıklık sahtekarlık yetmediği seyirciyi koyup birde ikisi kazansın çiğnemedik kural bırakmıyorlar yetmiyor filmden para kazandık filmi çekelim izleyen keriz buluruz deyip çekmişler giydireceğim filmi yapanı yaptıranı çekeni çektireni bulup dövmek istiyorum sinemada izlemedim kotam zamanımı çaldı resmen hırsızlık adamlar sanat diyen kişi olamaz sanat israf para kaybı boşa harcanan zaman hapishanede filmi oynatsınlar suçlular isyan çıkarır lütfen başka hapse götürün evet fark ettim nefretimi kusmuşum rahatladım,Very Bad
dakikalarından belli vahşet içeren film geyik avlamak avlamak canice filmin yarısına dayanabildim vicdan sahibi normal insanlar izleyemez filmi,Very Bad
öncelikle edebiyat aşığı sinema sever senarypsu gerekse filminin genç kuşakların anlık hevesine tutulupta popülariteye ulaştığını söylemenin pekde yanlış olacağını düşünmüyorum yılda yaklaşık sayfa kitap okuyorum senaryoyu kitapta hazmedemedim ikincisini açmamak üzerine kitabı kaldırdım filme gelecek olursak yorum yapan insanlar gerçekten sinema ilgisinin sanmıyorum film ufak duyguyu nakşettiremeden uzun uzun adeta işkence ağır ağır devam basitindem öfke veyahut aşkın hissiyatı oyuncu kalitesi yönetmenin film anlayışı gereksede uyarlandığı senaryo aldığı puanları kesinlikle haketmiyor sinema gerekse edebiyat tarihinde unutulmaya mahkum yapıtı sunuyorlar adeta,Very Bad
filmin yorumlarını okuyarak filmi izlemeye başladım yorum yapanların film zevkinin olmadıgına karar verdim film zaman kaybı filmi begenenler gitsin ferdi tayfur filmi izlesin banu alkanla,Very Bad
izlediğim seri filmiydi olaylar yere bağlanamamış elle tutulur bişey ortada kelimeyle hayal kırıklığı,Very Bad
filmde gördünüz diyemi beğeniler sanatsal soyunmalar halt yemeler alanında çekilmiş film görmemiş davranıyoruz hemen wawww muhteşem büyük sanatçı özellikle eleştirmen fetihe müsamere diyo sıradan basit konusu fetihin yanından geçemiyecek film yere göğe sığdırılamamış btün patırtı bumu adam işerken göründü wuuuu başyapıt söyliyeceğim yönetmene fetih filminede koysun işeyen adam bakın başyapıt yada meral okay fatihin hayatını sadece haremden karı kovalamaktan ibaret gösterseymiş gerçekçi olurmuş muhteremlere beğendirebilirmiş kabul ediyoruz fetih filmindede eleştirilicek noktalar fatihi tarihimizi eksik fazlasını anlatmamasıydı okul müsameresi denicek kötü film,Very Bad
fılm derdını anlatamıyor bence erkek oyuncu gayet basarılı oyuncu roller karanlık fılmde sevısme sahnelerı fazla cıplaklık nerdeyse fılmın ucte bırı fılmı sınemada ızleyemezdım cıkar gıderdım ınsanın seks bağımlısı oldugunu anlatmak ıcın sureklı sevısırken gostermeye bence yonetmenın tarzı dersenız tarzı buldum ızlemem kımseye onermem,Very Bad
beğenmiş flimi yazık zamanımıza senaryo berbat diyaloğ seks bağımlısı erkek orta başka seyirciye verdi flim yüzeysel kimseye tavsiye etmem zamanınıza yazık güzel flim izleyebilirsiniz,Very Bad
anlamıyla açıkçası berbat cidden zamanınıza yazık film çıkarmamız gerekiyor bitti anlaşılmıyor diyalog sadece sevişme anları çıplaklık güzel film olamaz yerinizde olsam filmi izlemek gidip notebook izlerdim,Very Bad
uzun zamandir izledigim kötü filmdi film tamamiyla paris tanitim reklam filmi çekilmis hikayesi sonunda olacak sabirla bekledim olmadi bosuna beklemeyin film reklam amacini gerçeklestirdikten sona eriyor filmin aralarina reklam koymaya basli basina uzun reklam film finanse etmis zaman kaybetmek isteyenler ideal film,Very Bad
çukur izleyicisiyim reklamdan tabiki merak ettim gittim dizide reklam olurda filmde reklam izkedik yazık günah paramızla reklam izliyoruz filme gelince yıldız puan verip yorum yazan arkadaşlara helal yıldızlık film hiçbirinize hakkımı helal etmiyorum sıradan film olmuş reklam izleyicisiyseniz muhakkak gidin başka bişi,Very Bad
film izleyen bırısı beğenmediğimi dile getirebilirim bukakar reklamı yapıldı izleyiciyi sınemaya davet ettırdı keşke hakkını verebilseymiş,Very Bad
hafta sonu beklentimin altında film izledim yapım bence kötü film izletemezdi,Very Bad
bukadar reklam yapılmış film yıllık çakma senerya sinemamız hallere düşmüş yazık film başlı başına fiyasko,Very Bad
saçma buldum tavsiye etmeyeceğim film sinema filmı bukadar basit olmamalıylı paranız boşuna gitmesin,Very Bad
çukur izleyıcısıyım okadar reklamı film bukadar basit olamazdı tavsıye etmıyorum paranız boşuna gitmesin,Very Bad
arkadaşlar şikeci azmettirici jokey halis karataş film yalnızca bold pilot gerçek begüm başka biriile evliydi evli gizli ahlak dışı yaşadı begüm yuvasını yıktı kadın kanser öldü,Very Bad
populer kültürün etinden sütünden yararlanılarak reklamı onca çalışmasına radyo yayınlanan reklamlarında milyonları gecen seyirci sayısı 1milyon19bin algı olusturulmaya çalışılan bunca devlet desteğine birşeye benzemeyen film türlü türlü saçmalıklar barındıran yapım atın boyundan uzun jokey gordunuzmu filmde görürsünüz izliceksiniz müslüm izleyin,Very Bad
kötü berbat gitmeyin başrol oyuncusu konusu paranıza yazık kesinlikle tavsiye edilmez,Very Bad
şaçma sapan aklımda kalan iğreç gerilim müziği iyyyyyyyyttyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,Very Bad
